Node;Highest score;Lowest score;Total generalization level;# Suppressed records;Non Uniform Entropy;Discerniblity;Precision;Distance RAU;Cost RAU
[0,4,3];0,17274407441714534;0,17274407441714534;7;1047;0,751364958646;0,965093261023;0,557009137268;1,0098062578721023;1,0088405648798735
[0,4,4];0,17779396198233366;0,17779396198233366;8;60;0,910428098853;0,971826895827;0,520203503326;1,135378489190745;1,1426193496130779
[0,4,5];0,4334104978668578;0,4334104978668578;9;9;0,970667151294;0,750914324022;0,468369449667;2,1833916444027466;2,225118915017124
[0,5,0];1,0;1,0;5;33229;0,000000000000;?;0,000000000000;*;*
[0,5,1];0,9622337187131345;0,9622337187131345;6;31355;0,031302104443;0,056350693314;0,033988162675;1,1828766469525864;1,1792315964168465
[0,5,2];0,5213331328168218;0,5213331328168218;7;10836;0,437118917893;0,672910375431;0,382482492376;1,0084691987368222;1,0078615511106797
[0,5,3];0,2689944045533217;0,2689944045533217;8;149;0,854470649581;0,988472033619;0,523636847592;1,0098062578721023;1,0088405648798735
[0,5,4];0,30276795666793443;0,30276795666793443;9;9;0,971476256821;0,945159866137;0,467227403367;1,135378489190745;1,1426193496130779
[0,5,5];0,5875443536726337;0,5875443536726337;10;9;0,968698075890;0,484326484599;0,412455646299;2,1833916444027466;2,225118915017124
[1,0,0];1,0;1,0;1;33229;0,000000000000;?;0,000000000000;*;*
[1,0,1];1,0;1,0;2;33229;0,000000000000;?;0,000000000000;*;*
[1,0,2];1,0;1,0;3;33229;0,000000000000;?;0,000000000000;*;*
[1,0,3];0,9929578511517241;0,9929578511517241;4;32875;0,004697781687;0,010646499824;0,004976366578;1,2166786714843385;1,2170192476717991
[1,0,4];0,3263979008970661;0,3263979008970661;5;997;0,740811091765;0,968640746030;0,450485654354;1,135378489190745;1,1426193496130779
[1,0,5];0,5874010519681996;0,5874010519681996;6;0;0,983178188851;0,987083394303;0,412598948032;2,1833916444027466;2,225118915017124
[1,1,0];1,0;1,0;2;33229;0,000000000000;?;0,000000000000;*;*
[1,1,1];1,0;1,0;3;33229;0,000000000000;?;0,000000000000;*;*
[1,1,2];0,9937643434583887;0,9937643434583887;4;32910;0,003629708573;0,009593135442;0,004482689342;1,2806820474210292;1,2782068001054627
[1,1,3];0,5063723776545515;0,5063723776545515;5;9458;0,289550122579;0,714618929426;0,302223184439;1,02541863511798;1,0237979540368976
[1,1,4];0,32334037194203114;0,32334037194203114;6;0;0,351216588571;0,993367929080;0,371349430043;1,135378489190745;1,1426193496130779
[1,1,5];0,6127308120712236;0,6127308120712236;7;0;0,288023195664;0,937472164803;0,313134669397;2,1833916444027466;2,225118915017124
[1,2,0];1,0;1,0;3;33229;0,000000000000;?;0,000000000000;*;*
[1,2,1];1,0;1,0;4;33229;0,000000000000;?;0,000000000000;*;*
[1,2,2];0,9271509018212236;0,9271509018212236;5;29413;0,041713155273;0,114749551776;0,046203662743;1,0600998542121678;1,058055069942843
[1,2,3];0,3606033955943322;0,3606033955943322;6;2164;0,328264671799;0,933211522727;0,327309224912;1,0;1,0
[1,2,4];0,34831052189144085;0,34831052189144085;7;0;0,269782582030;0,986919412193;0,285476223538;1,135378489190745;1,1426193496130779
[1,2,5];0,6431614790857534;0,6431614790857534;8;0;0,198657364050;0,876735268412;0,224191996515;2,1833916444027466;2,225118915017124
[1,3,0];1,0;1,0;4;33229;0,000000000000;?;0,000000000000;*;*
[1,3,1];0,9955182236970443;0,9955182236970443;5;32976;0,002519432137;0,007608728938;0,003047080754;1,7050938337199062;1,730468539070966
[1,3,2];0,7958304775492375;0,7958304775492375;6;21999;0,114633532452;0,337612889199;0,114515768771;1,0148547589223422;1,0135036887937732
[1,3,3];0,37842505192877596;0,37842505192877596;7;977;0,284424432371;0,967248445921;0,268016594695;1,0098062578721023;1,0088405648798735
[1,3,4];0,39565009884954727;0,39565009884954727;8;0;0,202823004323;0,973951473896;0,207438101377;1,135378489190745;1,1426193496130779
[1,3,5];0,7008533594284618;0,7008533594284618;9;0;0,125175797804;0,754342674792;0,143364466555;2,1833916444027466;2,225118915017124
[1,4,0];1,0;1,0;5;33229;0,000000000000;?;0,000000000000;*;*
[1,4,1];0,976566937712624;0,976566937712624;6;31696;0,014465673923;0,046098186007;0,015440270914;1,156544604417556;1,1539893648928876
[1,4,2];0,6566213872672053;0,6566213872672053;7;11992;0,205740354308;0,638200332025;0,177556959970;1,0148547589223422;1,0135036887937732
[1,4,3];0,45687940673858507;0,45687940673858507;8;765;0,236728869753;0,970383598223;0,202519520875;1,0098062578721023;1,0088405648798735
[1,4,4];0,48173512741650226;0,48173512741650226;9;0;0,146082460527;0,948784325591;0,137049630184;1,135378489190745;1,1426193496130779
[1,4,5];0,8057636160574659;0,8057636160574659;10;0;0,062908618551;0,517064726872;0,070460017976;2,1833916444027466;2,225118915017124
[1,5,0];0,9997692512118559;0,9997692512118559;6;33206;0,000204628714;0,000691708559;0,000230748782;2,0245949230769966;2,061505093986912
[1,5,1];0,9252072738321693;0,9252072738321693;7;26045;0,065153717905;0,215995832834;0,059399115006;1,0223392361388068;1,0217605226421804
[1,5,2];0,6337979887764451;0,6337979887764451;8;2942;0,286141860133;0,909360008017;0,202009537813;1,0;1,0
[1,5,3];0,5946582136399603;0,5946582136399603;9;35;0,191801213794;0,985281570934;0,143201515165;1,0098062578721023;1,0088405648798735
[1,5,4];0,6411174909499875;0,6411174909499875;10;0;0,088757409530;0,894052339965;0,069021230789;1,135378489190745;1,1426193496130779
[1,5,5];1,0;1,0;11;0;0,000000000000;0,000000000000;0,000000000000;2,1833916444027466;2,225118915017124
